ID,Katakana text Translated,Sentiment
3304,NFL@Rodger Goodell. Just watch and listen to what you were saying concerning issue with Pats Kraft saying things about he got U job Do right,
3305,Sam should prolly make this kraft dinner,
3306,@SportsCenter Haven't heard anything about #Seahawks owner #PaulAllen just Pats owner Kraft. Was Allen at #Goodell press conference?,
3307,@RoobCSN with NFL issues team's history &amp; perceived conflict how can Kraft be so arrogant as to be outraged that his team be investigated?,
3308,"RT @JSCham85: @SteelDad ""Mr Kraft is an honorable man and my homeboy. How dare anyone accuse him Belichick and the #Patriots of cheating!…",
3309,"RT @JSCham85: @nflcommish ""No punishment for you or the #Pats Mr. Kraft."" #Puppet http://t.co/I1mcwHqO3n",
3310,RT @DigBoston: See why #Patriots owner Bob Kraft hit @locosouthbos for a taco-fix before heading out to Arizona http://t.co/CljjTNOlCu via …,
3311,RT @Matt_LaPan: RT @GregABedard: Robert Kraft did not attend Goodell's press conference. He's always there. Speaks volumes,
3312,Interesting. Robert Kraft did not attend Roger Goodell's state of the NFL speech today. #DeflateGate,
3313,@Patriots Mr Kraftyou are the best NFL owner ever! Thanks for backing our Boys!<ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+0,
3314,@GregABedard That's funny. Other reporters said Kraft misses all the time...,
3315,@OrdioMongo give us a *glass shatter* entrance with a Kraft or Tagliabue face and now we realllllly got something,
3316,Steffy Kraft Petite Blonde Coed Banged On Garage... http://t.co/qD5ouzBPPn #video #pornstar #tube #teen #sex #nsfw,
3317,@jimmystagger @MrSeanMSweeney Owned by Kraft so not going any where any time soon,
3318,@KevinCooney guess Kraft thought his frat brother would cover this up. Wonder if Kraft will do another presser with his faux outrage?,
3319,If @MoneyLynch gets fined for Robert Kraft's absence from the commissioner's press conference....I'm going to write a letter.,
3320,@cpriceNFL When NFL leaks that an investigation is ongoing to a reporter before they notify the team Kraft has a right to demand apology,
3321,@MikeReiss no questions on why so many leaks from NFL? Seem Kraft wants apology for these not investigation.,
3322,Oh well “@GregABedard: Robert Kraft did not attend Goodell's press conference. He's always there. Speaks volumes”,
3323,@bruceallen Really wish someone could've asked him about the leaks. I think that's what Kraft is most pissed about.,
3324,I need to see Rod Jigga Dell apologize to Kraft....I really wanna see that,
3325,@GregABedard @PatsNation4LIFE Kraft is back at the suite whipping stuff at the TV…like me.,
3326,Robert Kraft's gutsy $175 million investment in the New England Patriots has paid off big time http://t.co/OJ8HENXZeH http://t.co/mX1xoRIGm5,
3327,@BillPlaschke After all criticism towards Goodell Pat's history &amp; perceived conflict regarding Kraft,
3328,@GraveDigger_12 @ClydeEDawkins Kraft is one of his big supporters. And Goodell is by far the worst out of the 4 sports,
3329,"@nflcommish ""No punishment for you or the #Pats Mr. Kraft."" #Puppet http://t.co/I1mcwHqO3n",
3330,lol RT @GregABedard: Robert Kraft did not attend Goodell’s press conference. He’s always there. Speaks volumes,
3331,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/i1kun4jFxZ #CookingUpGood,
3332,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/fmfGN6IIhn,
3333,@seanmk10 @BillSimmons How you can possibly look at how #deflategate has unfolded and think that Goodell is favoring Kraft. #THINK,
3334,Check this out share and nominate the Elmhurst YMCA for @HockeyvilleUSA https://t.co/fG2VqKgAya #saucypaws,
3335,Patriots owner Robert Kraft has topped the ESPN owner power rankings to become most powerful owner. Long live spongebob Mac n cheese.,
3336,@GregABedard I believe Kraft will need the support of 26 to remove seems like it's the best thing for the league,
3337,@stholeary I'm madder now than I was before. Glad Kraft didn't attend.,
3338,@GregABedard Had seen at the beginning of the presser that this isn't the first time Kraft missed Goodells Friday P.C.,
3339,Consumer Goods Sector Movers: International Paper Company (IP) Hanesbrands Inc. (HBI) Kraft Foods Group,
3340,"RT @MMehtaNYDN: Goodell on Kraft: ""I think he has no doubt that I'll do the right thing for the NFL.""",
3341,@pedroiar Just corrected her that Kraft wants the apology if nothing is found not *because* they're being Investigated.,
3342,@cnnbrk Goodell covering for his buddy Kraft. What a shocker.,
3343,Patriots owner Kraft stands front-and-center in NFL spotlight: (Reuters) - New England Patriots owner Rob... http://t.co/C5hr3CLHmx #NFL,
3344,@howardeskin Kraft for repeated offenses which in this case,
3345,Help me with a Walmart gift card when you enter too! https://t.co/zjMuEsHIwS,
3346,RT @Crutnacker: And then Roger #Goodell left the podium to get back to shining Robert Kraft's shoes.,
3347,If Kraft is upset Goodell is investigating them perhaps they should stop cheating,
3348,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/ZEPotyzh2l #CookingUpGood,
3349,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/ZEPotyzh2l,
3350,"@jemelehill Thank you so much for not saying ""Mr."" Kraft. Jeez that is said way too much.",
3351,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/9kLiPva2wY #CookingUpGood,
3352,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/qR92PXOAUe,
3353,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/gW17ODnrjg,
3354,@GregABedard The fan backlash will not topple RG. The owners rejecting his ongoing BS will. Kraft will dump RG like a Mexican breakfast.,
3355,I wish Bob Kraft would go away the dude is the worst,
3356,@MikeSilver Kraft pissed integrity? rules? I give you panthers/vikes,
3357,Good gravy they all call him Mr. Kraft like he's a Bond villain or something. Although...,
3358,@MikeSilver cool so to a non-journalist me,
3359,@ClydeEDawkins @DArm91 I can't stand both but Goodell has his mouth in Kraft pecker. That presser was another useless one,
3360,New England Patriots is the 2nd most valuable team at 2.6 billion ... Robert Kraft is a smart nan,
3361,This thing with Goodell and Kraft is 100% about how rich people beef. LOL,
3362,"Roger Goodell said ""I think Kraft knows we will do the right think in the investigation"". To me this means the refs will make bad calls.",
3363,@LesBowen Isn't it arrogant of Kraft to have an attitude about being investigated given the history of his team?,
3364,lol why would Kraft show up to the commissioners press conference... Like come on,
3365,I hope once Goodell has to hand the Lombardi to Kraft Kraft proceeds to run him out of the building and get his ass fired guy is a joke,
3366,Robert Kraft did not attend Goodell's press conference. He's always there. Speaks volumes,
3367,Shermans statement about Kraft &amp; the commish has created a stir. Kraft is separating himself from the commish,
3368,@jemelehill jemel Kraft wants an apology for the way it's been conducted not Bc they are simply investigating. Get it straight,
3369,"@cpriceNFL @WEEI Joke! What's with all the bad press and ""leaks"" they are coming from the league. That's what Kraft is hot about..slander",
3370,@nfl Since Robert Kraft was not available to the media is he going to get fined?,
3371,And to be clear - Kraft isn't mad the Patriots are being investigated he's pissed at the leaks which are prejudicial against team.,
3372,@howardeskin Understood but and it turned out other reporters as well implied some sort of quid pro quo between Kraft &amp; Goodell as if there,
3373,Patriots owner Robert Kraft wasn't at Roger Goddell's state of the NFL address. I guess they're beefing now idk,
3374,Don't be stupid @jemelehill it's not the investigation. It's the leaks that Kraft is upset. #Espn,
3375,RT @DavidHaugh: Goodell asked about link to Robert Kraft defends attending party at Kraft's house on eve of AFC title game and denies any …,
3376,@Paris__G @drewtheprinter @CNN @TFCFan @FP3Pinarello @mikedarling905 @emo0401 Kraft and Goodell buddies .sleep in same bed .bet nothing hpns,
3377,"#Goodell presser: Did not relate whether he said 2 Bob Kraft: ""Did you know it is National Serpent Day on Sunday. Ironic huh?"" #Patriots",
3378,"@Grady509 Kraft is worse. Goodell is a boob but Kraft is defiant in his ""do you know who I am?!"" shtick",
3379,@calebfoard @BradyScott26 @J__heller2 he's played extremely well so far this season,
3380,And then Roger #Goodell left the podium to get back to shining Robert Kraft's shoes.,
3381,My tea tonight. The box of dreams #macandcheese kraft http://t.co/1CaYkIcoL6,
3382,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/srBUq9AfiN #CookingUpGood,
3383,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/srBUq9AfiN,
3384,@DAonCBS Hannah should have called Bob Kraft,
3385,RT @defpenradio: Richard Sherman Questions Goodell &amp; Kraft's Relationship In This Recent Interview - http://t.co/nqhlZBPSHQ http://t.co/eLP…,
3386,It's notable that Robert Kraft was NOT at Goodell state of the NFL address.,
3387,I miss working @ Kraft. I loved that job. Although working in 20-30 degrees cold wasn't the business,
3388,@AdamSchefter Anyone know if Paul Allen was there? It was reported that Kraft did have prior engagement,
3389,"@nfl the real question to Goodell should have been how all the ""leaks"" have made slandered the Patriots. That's what Kraft is hot about",
3390,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/P1F00Aws7e,
3391,@jeffphowe absolute best question. Kravitz made it sound like Kraft was upset about being investigated which was clearly not his issue,
3392,@wyche89 can you kindly inform Mr Silver that Kraft isn't asking for apology because of investigation its because of the leaks to media,
3393,100 #3 (KRAFT) BUBBLE MAILERS PADDED ENVELOPES 8.5x14.5 http://t.co/HUbyD1pcbi http://t.co/0u7HDSeGR0,
3394,Few things worse than people who think they're above criticism and Roger Goodell and Robert Kraft both think they are,
3395,@ESPNSportsCentr Bob Kraft and @nflcommish are playing the press. This is orchestrated to ah deflate @RSherman_25's charges of cronyism.,
3396,"RT @MikeSilver: “@vargasmik: @MikeSilver how do you KNOW ""there is real tension here?"" As you said in regards to Kraft and the commish.” Jo…",
3397,Seems to me that Bob Kraft's absence from #Goodell's press conference today underscores his anger at the #DeflateGate situation. #NFL,
3398,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/59psF50iQ0 #CookingUpGood,
3399,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/CAtvNZ0gHy,
3400,Hahaha Bob Kraft didn't show up to the press conference? Lmao,
3401,And i'm serious i fully believe Roger is attempting to help Kraft get another title. And keep Lynch Sherman etc from getting another one,
3402,@nflcommish you very tough against a women but when #kraft attacks you. You say nothing? #Kraftisyourpimp #bullshit,
3403,Hey Jane Mcmannis @ESPN Kraft had a prior engagement we all knew about do your job miss reporter....,
3404,RT @MikeSilver: “@DHill113: @MikeSilver why you hate Robert Kraft?” I love robert kraft. Best owner in football,
3405,I wonder if Kraft is going to let Goodell watch the Super Bowl if he doesn't apologize.,
3406,Robert Kraft was a no show for the #StateoftheLeague today #Patriots,
3407,Is there anything better than kraft mac and cheese that shit is so gourmet damn,
3408,@ArmandoSalguero he did not get the memo from Kraft and the owners about his job. Will not last the summer. Fired or resigns #goodellgate,
3409,"@AlbertBreer ""particularly"" someone like Robert Kraft...isn't that the problem that he singled out 1 guy like he is above everyone else?",
3410,@davidllapointjr @Rachel__Nichols Goodell tokes Kraft,
3411,If @nfl @nflcommish model follows we should see TV commercial campaigns against CHEATERS-wonder if Kraft &amp; Brady will cameo?,
3412,@BillSimmons He did a terrible job explaining why he was hanging out at your buddy Bob Kraft's house. #BeliCheat #DeflateGate,
3413,RT @sirbabymilo: @Madisen_Owens alright well enjoy your Kraft Mac and cheese <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,
3414,Goodell explained the party at Kraft's house with Sponsors TV partners season tix holders and owners,
3415,"RT @JeffSchultzAJC: Goodell on Kraft comment that Pats owed apology if they're cleared: ""This is my job."" Translation: no apology",
3416,“@DHill113: @MikeSilver why you hate Robert Kraft?” I love robert kraft. Best owner in football,
3417,@PhilAPerry @CSNNE the NFL used to have an AFCCG party on host city. They stopped it. Kraft basically took it on made it a league event.,
3418,I live off Kraft dinner <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,
3419,@daniel_kraft check out our map of ACA enrollments by county synthesized from ASPE data http://t.co/R3DDyrlMsj http://t.co/I8JBIXF8tQ,
3420,It's time for someone to fine #RogerGoodell. @nfl I nominate @Patriots and Bob Kraft,
3421,@will_sommer Asked Rog about getting cozy with Kraft before AFC championship.,
3422,Kraft and Goodell friends like that? They just said Kraft helped him get his job,
3423,@bkravitz because Kraft is his bff,
3424,@BradyScott26 @Jay__Kraft @J__heller2 you don't have anything backing up your argument. I thought the same thing until I looked up the stats,
3425,"“@RussellStReport: ""I will do the right thing for the NFL"" when it comes to Robert Kraft. http://t.co/0YSxY6TGxe” So tender..",
3426,@MikeFromATown but don't many think Kraft is the guy with his hand up RG's ass in this scenario?,
3427,So basically Kraft got Goodell treading real careful on the whole deflate gate deal,
3428,$44 million a year for a Commissioner who can not manage. I think this might not be your best investment Mr. Kraft. #Patriots #NFL,
