,ID,Katakana text Translated,Sentiment
3391,3392, wyche89 can you kindly inform Mr Silver that Kraft isnt asking for apology because of investigation its because of the leaks to media,
3392,3393, 100 3 KRAFT BUBBLE MAILERS PADDED ENVELOPES 8.5x14.5  ,
3393,3394, Few things worse than people who think theyre above criticism and Roger Goodell and Robert Kraft both think they are,
3394,3395, ESPNSportsCentr Bob Kraft and nflcommish are playing the press. This is orchestrated to ah deflate RSherman25s charges of cronyism.,
3395,3396, RT MikeSilver vargasmik MikeSilver how do you KNOW there is real tension here As you said in regards to Kraft and the commish. Jo,
3396,3397, Seems to me that Bob Krafts absence from Goodells press conference today underscores his anger at the DeflateGate situation. NFL,
3397,3398, Yummy new year recipes sweepstakes howto videos amp more on from Kraft Foods on Walmart  CookingUpGood,
3398,3399, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
3399,3400, Hahaha Bob Kraft didnt show up to the press conference Lmao,
3400,3401, And im serious i fully believe Roger is attempting to help Kraft get another title. And keep Lynch Sherman etc from getting another one,
3401,3402, nflcommish you very tough against a women but when kraft attacks you. You say nothing Kraftisyourpimp bullshit,
3402,3403, Hey Jane Mcmannis ESPN Kraft had a prior engagement we all knew about do your job miss reporter....,
3403,3404, RT MikeSilver DHill113 MikeSilver why you hate Robert Kraft I love robert kraft. Best owner in football,
3404,3405, I wonder if Kraft is going to let Goodell watch the Super Bowl if he doesnt apologize.,
3405,3406, Robert Kraft was a no show for the StateoftheLeague today Patriots,
3406,3407, Is there anything better than kraft mac and cheese that shit is so gourmet damn,
3407,3408, ArmandoSalguero he did not get the memo from Kraft and the owners about his job. Will not last the summer. Fired or resigns goodellgate,
3408,3409, AlbertBreer particularly someone like Robert Kraft...isnt that the problem that he singled out 1 guy like he is above everyone else,
3409,3410, davidllapointjr RachelNichols Goodell tokes Kraft,
3410,3411, If nfl nflcommish model follows we should see TV commercial campaigns against CHEATERSwonder if Kraft amp Brady will cameo,
3411,3412, BillSimmons He did a terrible job explaining why he was hanging out at your buddy Bob Krafts house. BeliCheat DeflateGate,
3412,3413, RT sirbabymilo MadisenOwens alright well enjoy your Kraft Mac and cheese edU00A0U00BDedU00B8U0082edU00A0U00BDedU00B8U0082edU00A0U00BDedU00B8U0082,
3413,3414, Goodell explained the party at Krafts house with Sponsors TV partners season tix holders and owners,
3414,3415, RT JeffSchultzAJC Goodell on Kraft comment that Pats owed apology if theyre cleared This is my job. Translation no apology,
3415,3416, DHill113 MikeSilver why you hate Robert Kraft I love robert kraft. Best owner in football,
3416,3417, PhilAPerry CSNNE the NFL used to have an AFCCG party on host city. They stopped it. Kraft basically took it on made it a league event.,
3417,3418, I live off Kraft dinner edU00A0U00BDedU00B8U008D,
3418,3419, danielkraft check out our map of ACA enrollments by county synthesized from ASPE data  ,
3419,3420, Its time for someone to fine RogerGoodell. nfl I nominate Patriots and Bob Kraft,
3420,3421, willsommer Asked Rog about getting cozy with Kraft before AFC championship.,
3421,3422, Kraft and Goodell friends like that They just said Kraft helped him get his job,
3422,3423, bkravitz because Kraft is his bff,
3423,3424, BradyScott26 JayKraft Jheller2 you dont have anything backing up your argument. I thought the same thing until I looked up the stats,
3424,3425, RussellStReport I will do the right thing for the NFL when it comes to Robert Kraft.  So tender..,
3425,3426, MikeFromATown but dont many think Kraft is the guy with his hand up RGs ass in this scenario,
3426,3427, So basically Kraft got Goodell treading real careful on the whole deflate gate deal,
3427,3428, 44 million a year for a Commissioner who can not manage. I think this might not be your best investment Mr. Kraft. Patriots NFL,
3428,3429, Interesting that Robert Kraft didnt attend Goodells press conference as he did last year. Spokesman said he had a prior commitment,
3429,3430, BrookeBCNN you are all forgetting that Robert Kraft singlehandedly help end the players strike several years ago,
3430,3431, MikeSilver melissastark Kraft checked his bank account Carroll got lucky with a bunch of immature yet great athletes notch,
3431,3432, kanardwilliams SeifertESPN He wont. Kraft seems convinced leaks are from NFL which is why he wants an apology.,
3432,3433,  Patriots owner Kraft stands frontandcenter in NFL spotlight R ,
3433,3434, RobertPannozzo drewtheprinter CNN TFCFan FP3Pinarello mikedarling905 emo0401 and Kraft Cheese,
3434,3435, nflnetwork Kraft pissed cuz of NFL leaks and how investigation handled wants apology. Doesnt want apology cuz NFL is investigating him,
3435,3436, MadisenOwens alright well enjoy your Kraft Mac and cheese edU00A0U00BDedU00B8U0082edU00A0U00BDedU00B8U0082edU00A0U00BDedU00B8U0082,
3436,3437, Narrative changing b4 r eyes. Pats guilty regardless bc of Goodell Kraft relationship insinuates C Simms on CNN. michaelFhurley,
3437,3438, .MikeSilver taking some liberties telling people what Kraft is thinking.,
3438,3439, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
3439,3440, MikeSilver will get heat for that rant but told it like it is. Love JudyWyche but they played nice. KraftGoodell tension real,
3440,3441, I wasnt sure if I fancied going out tonight but then saw a cold pint on TV,
3441,3442, People will think hes doing Kraft a favor if he doesnt come down hard on him What a great logic to follow,
3442,3443, cpriceNFL Chris Kraft should go after him.,
3443,3444, kanardwilliams SeifertESPN Roger Goodell also basically said he doesnt owe Kraft an apology if Patriots are cleared. Wow.,
3444,3445, Patriots News Robert Krafts gutsy 175 million investment in the New England Patriots has paid of...  NEP NFL,
3445,3446, RT bradyshelmet DavidCSteele Kraft was not present. Supposedly had prior engagement.,
3446,3447, Ravens Pete Carroll Robert Kraft both benefited from difficult breakup  SportsRoadhouse,
3447,3448, cpriceNFL It will be interesting. Some folks forget Kraft played a key role getting football back during the last lock out.,
3448,3449, DavidCSteele Kraft was not present. Supposedly had prior engagement.,
3449,3450, Robert Krafts gutsy 175 million investment in the New England Patriots has paid off big time ,
3450,3451, Mr. Kraft is a man of integrity and everyone knows that,
3451,3452, AlbertBreer edU00A0U00BDedU00B8U00B3edU00A0U00BDedU00B8U00B3edU00A0U00BDedU00B8U00B3Goodell is the worstedU00A0U00BDedU00B8U0082This prick can care less He was just at Robert Kraft house...,
3452,3453, Lets see how chummy RogerGoodell and Kraft are after this. No more free meals at Bobs house,
3453,3454, dinahhay Unfortunately the Kraft Caramel Bits are not available in Canada. We will share your interest with our teams,
3454,3455, MikeSilver why you hate Robert Kraft,
3455,3456, Robert Krafts gutsy 175 million investment in the New England Patriots has paid off big time ,
3456,3457, Robert Krafts gutsy 175 million investment in the New England Patriots has paid off big time ,
3457,3458, Hey nflnetwork Kraft had another banquet to goto. Get your fuckin facts straight you morons.,
3458,3459, AlbertBreer How come not 1 question about Krafts comments about the NFL ,
3459,3460, RT justAlicia5 12 unanimous men decide quickly ReWriteAFilmIn5Words AfterFFriday,
3460,3461, cpriceNFL Kravitz question was crap. Kraft WELCOMED the investigation he only said the way the NFL handled it leaks hurt his team,
3461,3462, NFL Network pointing out that they saw about nine owners at Goodells PC but do not know if Kraft was there.,
3462,3463, After Kraft said hell demand an apology Goodell shouldve said I demand you fuck off.,
3463,3464, MikeSilver how do you KNOW there is real tension here As you said in regards to Kraft and the commish.,
3464,3465, Who will handle over the Lombardi Trophy to Robert Kraft on Sunday if we win I cannot imagine Goodell will do this. Patriots NFL,
3465,3466, Thinking of our Natalie Collection on this snowy day. Kraft with white embossed trees. invitations wedding... ,
3466,3467, Blowhards on NFLNetwork trying to stir up controversy about Bob Kraft not being  Commishs conference. He had prior commitment  same time.,
3467,3468, RT Jhooper3 I started makin cheese when I turned my Kraft into cheddar edU00A0U00BDedU00B2U00B0edU00A0U00BDedU00B2U00B8 ,
3468,3469, RT GrillinFool Today is the last chance to enter to win a years supply of Kraft BBQ Sauce  Evergriller Giveaway,
3469,3470, timbays And a trick question at that. Hes pretty clearly Desi and Robert Kraft is Marnie.,
3470,3471, JasonLaCanfora He said he is off to go to a pre superbowl party with Kraft and the refs that will officiate the superbowl.,
3471,3472, nfl nflnetwork nflcommish You have an obligation to separate yourself from Robert Kraft during the game. Eastcentric,
3472,3473, Really curious as to how the relationship between Goodell amp Kraft will change going forward amp how that might affect NFL power structure.,
3473,3474, RT SiriusXMNFL . nflcommish on Kraft saying NFL would owe Patriots apology if found innocent This is my job. Have to pursue it aggress,
3474,3475, So disappointed that Goodell and NFL continue to cover up the fact that they are protecting Kraft Belichick Brady,
3475,3476, RT EliotShorrParks Roger Goodell made it clear he will not avoid taking pictures wKraft in the future. Dont blame him. Gotta get good F,
3476,3477, Today is the last chance to enter to win a years supply of Kraft BBQ Sauce  Evergriller Giveaway Sweepstakes BBQ,
3477,3478, So Roger Goodell acquired his job in part by the help of Robert Kraft. Conflict of interest,
3478,3479, RECAP Roger Goodell offered few specifics but did mention DeflateGate amp Robert Kraft in his State of the NFL. ,
3479,3480, Robert Kraft wants an apology for the abysmal way YOU and YOUR LEAGUE have handled the investigation Roger Goodell.,
3480,3481, davepalet judson1360 jeffdotseth conspiracy was probably Goodell amp Kraft doing lines night before amp figuring out distraction DeflateGate,
3481,3482, RT ChildhoodRuiner You wore that shirt the last time I saw you ,
3482,3483, Arrows digital paper KRAFT ARROWS backgrounds with white ..  digitalpaper texture,
3483,3484, jerrythornton1 Kravitz question was crap. Kraft WELCOMED the investigation he only said the way the NFL handled it leaks hurt his team,
3484,3485, cpriceNFL how many votes does Kraft need to remove him Kraft should be able to see nflcommish has 0 integrity as a leader needs to go,
3485,3486, Ethanhamm Robert Kraft probably does and his opinion is the only one that matters,
3486,3487, RT johnpboyle Goodell says relationship with Kraft isnt a conflict He knows Im not going to do anything to compromise the integrity o,
3487,3488, cpriceNFL Kraft has been Goodells biggest backer among owners if that changes Goodells days may be numbered,
3488,3489, MikeSilver and if they didnt break the rules he and his team get apology correct Ur spinning what Kraft said,
3489,3490, ArmandoSalguero Which is whatever Mr. Kraft tells me it is.,
3490,3491, RT LynchieWCVB Goodell believes Robert Kraft has no doubt he will do what is best for NFL,
3491,3492, Robert Kraft doesnt want an apology because the league is investigating DeflateGate Roger.,
3492,3493, SeifertESPN LesBowen what was the distinction His buddy Kraft owning the Pats,
3493,3494, Robert Krafts gutsy 175 million investment in the New England Patriots has paid off big time ,
3494,3495, TotalMLS I am not a fan of all the NFL money in MLS.   influence. Dont need NFL influencing soccer. Hoped were outgrowing the Kraft era.,
3495,3496, cpriceNFL Kraft would fire Goodell if he could. Goodell has hurt the integrity of the game more than anyone.,
